S2A_MSIL1C_20171003T105021_N0205_R051_T31UGR_20171003T105024,https://scihub.copernicus.eu/dhus/odata/v1/Products('1727739d-4796-402c-9c7c-fd4ca7d000c7')
S2A_MSIL2A_20170927T103021_N0205_R108_T31UGS_20170927T103018,https://scihub.copernicus.eu/dhus/odata/v1/Products('87a72b1b-f56d-40cd-a291-35691c44072d')
S2B_MSIL1C_20170925T104009_N0205_R008_T31UES_20170925T104008,https://scihub.copernicus.eu/dhus/odata/v1/Products('0e291664-5129-4aa2-b10a-01cc8ea20bb0')
S2B_MSIL1C_20170925T104009_N0205_R008_T31UGQ_20170925T104008,https://scihub.copernicus.eu/dhus/odata/v1/Products('6fa1db99-bf9e-454d-b217-e7ac1d30a4b5')
S2B_MSIL1C_20170925T104009_N0205_R008_T32ULV_20170925T104008,https://scihub.copernicus.eu/dhus/odata/v1/Products('b7273d61-777d-4032-a0a3-305419bc65e8')
S2B_MSIL1C_20170809T105029_N0205_R051_T31UGR_20170809T105546,https://scihub.copernicus.eu/dhus/odata/v1/Products('4cd9d406-f860-4821-ae93-bc517341f81a')
S2B_MSIL1C_20170928T105009_N0205_R051_T31UGR_20170928T105619,https://scihub.copernicus.eu/dhus/odata/v1/Products('efd730c1-e77b-4b77-a0da-67c0f236c379')
S2B_MSIL1C_20170928T105009_N0205_R051_T31UGS_20170928T105011,https://scihub.copernicus.eu/dhus/odata/v1/Products('3e805ba1-bab4-4d81-b574-84fa68fa0007')
S2B_MSIL1C_20170928T105009_N0205_R051_T32ULB_20170928T105011,https://scihub.copernicus.eu/dhus/odata/v1/Products('25f63fcb-8427-4b1a-b8e9-30d4946b056c')
S2A_MSIL1C_20170927T103021_N0205_R108_T32ULV_20170927T103018,https://scihub.copernicus.eu/dhus/odata/v1/Products('58eb5a56-fd9d-49cf-ae83-705733ff09b2')
S2A_MSIL1C_20170927T103021_N0205_R108_T32ULA_20170927T103018,https://scihub.copernicus.eu/dhus/odata/v1/Products('078aa6e4-dcb6-41e4-a2ab-0aba30b02cf0')
